Dealer Name,Dealer ID,Invoice Date,Region,Governorate,City,Part Description,Unit Price,Quantity Sold,Total Sales,Operating Profit,Operating Margin
Auto Spare Parts Dealer 19 - Cairo,10018,2024-10-05,Greater Cairo,Giza,Imbaba,Philips Air Filter for Chevrolet Half-Truck,236.98,12,2843.76,1099.11,38.65
Auto Spare Parts Dealer 44 - Monufia,10043,2022-04-21,Delta,Dakahlia,Talkha,Denso Brake Pads for Chevrolet Half-Truck,445.81,14,6241.34,2364.22,37.88
Auto Spare Parts Dealer 19 - Cairo,10018,2022-04-28,Delta,Sharqia,Faqus,Magneti Marelli Engine Oil for Toyota 1987-2015,1530.59,7,10714.13,2973.17,27.75
Auto Spare Parts Dealer 6 - Minya,10005,2023-01-25,Alexandria,Alexandria,Glim,NGK HID Bulb for Nissan 1987-2015,518.93,16,8302.88,3287.94,39.6
Auto Spare Parts Dealer 27 - Minya,10026,2022-05-19,Greater Cairo,Giza,Dokki,Bosch Engine Oil for Kia,1609.67,12,19316.04,6764.48,35.02
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-12-22,Upper Egypt,Assiut,Qusiya,NGK Regular Bulb for Toyota 1987-2015,90.91,93,8454.63,3277.86,38.77
Auto Spare Parts Dealer 28 - Dakahlia,10027,2022-12-08,Delta,Sharqia,Kafr Saqr,Magneti Marelli Windshield Wiper for Hyundai,126.19,112,14133.28,4296.52,30.4
Auto Spare Parts Dealer 48 - Minya,10047,2024-11-11,Greater Cairo,Cairo,Maadi,Philips Regular Bulb for Kia,60.33,108,6515.64,2260.28,34.69
Auto Spare Parts Dealer 26 - Sohag,10025,2024-03-17,Upper Egypt,Assiut,Manfalout,ACDelco Windshield Wiper for Kia,277.87,100,27787.0,8744.57,31.47
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-07-30,Upper Egypt,Sohag,Sohag First,Bosch Engine Oil for Hyundai,1998.4,13,25979.2,8313.34,32.0
Auto Spare Parts Dealer 36 - Port Said,10035,2023-01-18,Delta,Dakahlia,Dikirnis,ACDelco Engine Oil for Chevrolet Half-Truck,1532.28,15,22984.2,7106.71,30.92
Auto Spare Parts Dealer 11 - Qalyubia,10010,2024-11-20,Alexandria,Alexandria,Miami,CASP Windshield Wiper for Hyundai,104.97,15,1574.55,524.01,33.28
Auto Spare Parts Dealer 27 - Minya,10026,2024-12-29,Delta,Beheira,Rashid,Bosch Battery for Toyota 1987-2015,2783.21,8,22265.68,5239.11,23.53
Auto Spare Parts Dealer 14 - Sohag,10013,2024-01-21,Upper Egypt,Luxor,Qurna,Champion Windshield Wiper for Chevrolet Half-Truck,113.61,23,2613.03,866.22,33.15
Auto Spare Parts Dealer 24 - Assiut,10023,2022-09-12,Canal Zone,Ismailia,Sheikh Zayed,NGK Air Filter for Hyundai,510.98,22,11241.56,3204.97,28.51
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-11-20,Greater Cairo,Giza,Agouza,Champion Windshield Wiper for Chevrolet Half-Truck,188.8,73,13782.4,5262.12,38.18
Auto Spare Parts Dealer 36 - Port Said,10035,2023-04-13,Greater Cairo,Giza,Dokki,DEPO Brake Pads for Nissan 1987-2015,674.5,18,12141.0,3172.44,26.13
Auto Spare Parts Dealer 35 - Assiut,10034,2023-01-03,Delta,Monufia,Quesna,Mobil Engine Oil for Kia,1701.27,9,15311.43,4954.78,32.36
Auto Spare Parts Dealer 32 - Monufia,10031,2022-04-07,Canal Zone,Port Said,Sharq,Magneti Marelli Regular Bulb for Nissan 1987-2015,69.68,56,3902.08,1208.47,30.97
Auto Spare Parts Dealer 34 - Giza,10033,2024-12-11,Delta,Monufia,Berket El Sabaa,DEPO Air Filter for Toyota 1987-2015,208.95,17,3552.15,1400.61,39.43
Auto Spare Parts Dealer 22 - Minya,10021,2024-08-19,Delta,Dakahlia,Dikirnis,CASP Windshield Wiper for Hyundai,136.73,32,4375.36,1542.31,35.25
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-02-25,Greater Cairo,Qalyubia,Toukh,Valeo Air Filter for Kia,519.07,24,12457.68,4532.1,36.38
Auto Spare Parts Dealer 48 - Minya,10047,2022-01-15,Upper Egypt,Assiut,Assiut First,Valeo Engine Oil for Kia,1604.63,8,12837.04,4563.57,35.55
Auto Spare Parts Dealer 33 - Minya,10032,2024-09-23,Canal Zone,Ismailia,Qantara Sharq,ACDelco Air Filter for Toyota 1987-2015,387.12,66,25549.92,6267.4,24.53
Auto Spare Parts Dealer 3 - Cairo,10002,2023-01-09,Greater Cairo,Cairo,Gesr El Suez,Champion Battery for Hyundai,1811.05,13,23543.65,6319.12,26.84
Auto Spare Parts Dealer 11 - Qalyubia,10010,2023-05-21,Canal Zone,Ismailia,First District,Champion Brake Pads for Hyundai,628.22,37,23244.14,6113.21,26.3
Auto Spare Parts Dealer 36 - Port Said,10035,2022-01-24,Upper Egypt,Luxor,Esna,Magneti Marelli Alarm System for Kia,2369.42,8,18955.36,6640.06,35.03
Auto Spare Parts Dealer 35 - Assiut,10034,2022-09-25,Canal Zone,Ismailia,Arbaeen,Denso Window Regulator for Hyundai,1326.4,9,11937.6,3736.47,31.3
Auto Spare Parts Dealer 26 - Sohag,10025,2024-11-23,Alexandria,Alexandria,Sidi Gaber,DEPO Air Filter for Kia,340.6,17,5790.2,1856.92,32.07
Auto Spare Parts Dealer 19 - Cairo,10018,2024-06-19,Canal Zone,Ismailia,Sheikh Zayed,Hella Regular Bulb for Hyundai,110.57,74,8182.18,2576.57,31.49
Auto Spare Parts Dealer 5 - Port Said,10004,2022-12-27,Upper Egypt,Luxor,Armant,Champion Regular Bulb for Hyundai,72.91,85,6197.35,2446.09,39.47
Auto Spare Parts Dealer 14 - Sohag,10013,2023-04-20,Canal Zone,Port Said,Arab,Philips Regular Bulb for Kia,171.47,14,2400.58,843.56,35.14
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-12-06,Upper Egypt,Minya,Maghaghah,Magneti Marelli Windshield Wiper for Nissan 1987-2015,212.6,111,23598.6,6770.44,28.69
Auto Spare Parts Dealer 1 - Qalyubia,10000,2024-04-13,Delta,Monufia,Menouf,Bosch Windshield Wiper for Hyundai,185.27,8,1482.16,329.93,22.26
Auto Spare Parts Dealer 31 - Sohag,10030,2023-03-26,Greater Cairo,Giza,Imbaba,Denso Brake Pads for Chevrolet Half-Truck,424.15,22,9331.3,2145.27,22.99
Auto Spare Parts Dealer 32 - Monufia,10031,2022-06-21,Upper Egypt,Aswan,Kom Ombo,DEPO Regular Bulb for Toyota 1987-2015,153.25,112,17164.0,3769.21,21.96
Auto Spare Parts Dealer 44 - Monufia,10043,2024-03-28,Delta,Beheira,Edku,Magneti Marelli Brake Cylinder for Hyundai,1008.3,7,7058.1,1487.85,21.08
Auto Spare Parts Dealer 5 - Port Said,10004,2022-02-21,Canal Zone,Ismailia,Qantara Sharq,NGK Engine Oil for Hyundai,1471.11,12,17653.32,5880.32,33.31
Auto Spare Parts Dealer 46 - Port Said,10045,2022-12-22,Delta,Sharqia,Abu Kabir,NGK Battery for Toyota 1987-2015,2692.96,7,18850.72,6448.83,34.21
Auto Spare Parts Dealer 35 - Assiut,10034,2024-05-24,Delta,Beheira,Kafr El Dawar,Magneti Marelli Battery for Hyundai,1199.71,7,8397.97,2683.99,31.96
Auto Spare Parts Dealer 30 - Dakahlia,10029,2022-02-01,Delta,Monufia,Berket El Sabaa,DEPO Rear Taillight for Chevrolet Half-Truck,630.36,9,5673.24,1560.14,27.5
Auto Spare Parts Dealer 10 - Sharqia,10009,2023-05-31,Delta,Beheira,Damanhour,Champion Engine Oil for Kia,1201.75,17,20429.75,7240.3,35.44
Auto Spare Parts Dealer 35 - Assiut,10034,2022-06-04,Upper Egypt,Minya,Maghaghah,ACDelco Brake Pads for Toyota 1987-2015,459.0,17,7803.0,2963.58,37.98
Auto Spare Parts Dealer 1 - Qalyubia,10000,2023-05-29,Alexandria,Alexandria,Glim,Champion Regular Bulb for Chevrolet Half-Truck,170.21,30,5106.3,1382.79,27.08
Auto Spare Parts Dealer 10 - Sharqia,10009,2024-11-01,Delta,Beheira,Rashid,Magneti Marelli Battery for Chevrolet Half-Truck,1596.33,8,12770.64,3748.18,29.35
Auto Spare Parts Dealer 39 - Cairo,10038,2024-11-12,Delta,Monufia,Menouf,Mobil Regular Bulb for Toyota 1987-2015,163.64,46,7527.44,2760.31,36.67
Auto Spare Parts Dealer 48 - Minya,10047,2022-12-02,Delta,Dakahlia,Talkha,Hella Regular Bulb for Nissan 1987-2015,56.32,68,3829.76,779.74,20.36
Auto Spare Parts Dealer 6 - Minya,10005,2022-10-28,Delta,Dakahlia,Bilqas,Magneti Marelli Battery for Chevrolet Half-Truck,2542.04,7,17794.28,4373.83,24.58
Auto Spare Parts Dealer 21 - Minya,10020,2022-02-26,Delta,Beheira,Edku,NGK Brake Pads for Toyota 1987-2015,480.61,15,7209.15,2544.83,35.3
Auto Spare Parts Dealer 39 - Cairo,10038,2023-08-31,Upper Egypt,Luxor,Qurna,ACDelco Brake Pads for Nissan 1987-2015,798.02,23,18354.46,3964.56,21.6
Auto Spare Parts Dealer 40 - Beheira,10039,2023-01-29,Delta,Dakahlia,Talkha,Champion HID Bulb for Chevrolet Half-Truck,602.89,24,14469.36,3795.31,26.23
Auto Spare Parts Dealer 3 - Cairo,10002,2024-01-20,Greater Cairo,Qalyubia,Khanka,CASP Alarm System for Chevrolet Half-Truck,2157.37,9,19416.33,4463.81,22.99
Auto Spare Parts Dealer 31 - Sohag,10030,2022-01-14,Upper Egypt,Aswan,Edfu,Hella Battery for Hyundai,1413.45,9,12721.05,3089.94,24.29
Auto Spare Parts Dealer 21 - Minya,10020,2023-09-18,Delta,Beheira,Kafr El Dawar,Hella Engine Oil for Toyota 1987-2015,1531.06,20,30621.2,9526.26,31.11
Auto Spare Parts Dealer 28 - Dakahlia,10027,2023-11-22,Upper Egypt,Aswan,Nasr Nubia,ACDelco Regular Bulb for Toyota 1987-2015,95.28,108,10290.24,3489.42,33.91
Auto Spare Parts Dealer 5 - Port Said,10004,2022-05-08,Upper Egypt,Assiut,Assiut First,ACDelco Engine Oil for Toyota 1987-2015,1318.06,11,14498.66,3576.82,24.67
Auto Spare Parts Dealer 41 - Beheira,10040,2024-05-28,Canal Zone,Port Said,Manakh,Mobil Engine Oil for Nissan 1987-2015,1603.52,8,12828.16,4654.06,36.28
Auto Spare Parts Dealer 38 - Aswan,10037,2024-10-29,Upper Egypt,Assiut,Manfalout,DEPO Windshield Wiper for Kia,114.14,24,2739.36,684.29,24.98
Auto Spare Parts Dealer 14 - Sohag,10013,2023-03-08,Upper Egypt,Luxor,Luxor First,NGK Battery for Hyundai,1803.67,13,23447.71,7041.35,30.03
Auto Spare Parts Dealer 39 - Cairo,10038,2024-07-06,Canal Zone,Ismailia,Arbaeen,Denso Air Filter for Kia,216.9,30,6507.0,2436.22,37.44
Auto Spare Parts Dealer 44 - Monufia,10043,2023-04-17,Greater Cairo,Qalyubia,Qalyub,Mobil Rear Taillight for Nissan 1987-2015,769.63,11,8465.93,2428.88,28.69
Auto Spare Parts Dealer 45 - Ismailia,10044,2024-02-14,Delta,Sharqia,Kafr Saqr,Philips Air Filter for Nissan 1987-2015,558.38,23,12842.74,4285.62,33.37
Auto Spare Parts Dealer 31 - Sohag,10030,2024-07-04,Greater Cairo,Cairo,Zeitoun,Magneti Marelli Engine Oil for Kia,1273.56,17,21650.52,7220.45,33.35
Auto Spare Parts Dealer 44 - Monufia,10043,2024-01-26,Greater Cairo,Giza,Imbaba,ACDelco Windshield Wiper for Toyota 1987-2015,125.5,24,3012.0,875.59,29.07
Auto Spare Parts Dealer 46 - Port Said,10045,2024-03-05,Delta,Dakahlia,Mit Ghamr,Bosch Windshield Wiper for Kia,205.72,23,4731.56,1599.74,33.81
Auto Spare Parts Dealer 10 - Sharqia,10009,2022-01-13,Greater Cairo,Giza,Imbaba,Magneti Marelli Regular Bulb for Hyundai,153.52,102,15659.04,3535.81,22.58
Auto Spare Parts Dealer 21 - Minya,10020,2024-08-03,Greater Cairo,Cairo,Nasr City,DEPO Windshield Wiper for Nissan 1987-2015,294.95,15,4424.25,1034.83,23.39
Auto Spare Parts Dealer 23 - Sohag,10022,2023-07-29,Greater Cairo,Qalyubia,Shibin El Qanater,DEPO Regular Bulb for Chevrolet Half-Truck,63.07,119,7505.33,2514.29,33.5
Auto Spare Parts Dealer 36 - Port Said,10035,2023-04-18,Upper Egypt,Luxor,Armant,Bosch Engine Oil for Nissan 1987-2015,1248.75,12,14985.0,5547.45,37.02
Auto Spare Parts Dealer 11 - Qalyubia,10010,2024-05-18,Upper Egypt,Minya,Deir Mawas,DEPO Battery for Kia,1948.17,7,13637.19,3575.67,26.22
Auto Spare Parts Dealer 11 - Qalyubia,10010,2022-09-01,Upper Egypt,Aswan,Nasr Nubia,DEPO Engine Oil for Toyota 1987-2015,1274.3,16,20388.8,4175.63,20.48
Auto Spare Parts Dealer 1 - Qalyubia,10000,2024-06-25,Upper Egypt,Assiut,Abnoub,Mobil Battery for Toyota 1987-2015,1970.92,12,23651.04,8242.39,34.85
Auto Spare Parts Dealer 41 - Beheira,10040,2024-08-06,Greater Cairo,Qalyubia,Toukh,Hella Air Filter for Hyundai,231.43,70,16200.1,4821.15,29.76
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-11-11,Alexandria,Alexandria,Miami,Hella Alarm System for Chevrolet Half-Truck,2302.15,9,20719.35,6379.49,30.79
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-07-15,Canal Zone,Port Said,Sharq,Hella Regular Bulb for Hyundai,181.91,17,3092.47,640.45,20.71
Auto Spare Parts Dealer 17 - Monufia,10016,2024-12-16,Upper Egypt,Minya,Beni Mazar,NGK Windshield Wiper for Kia,112.56,134,15083.04,4816.01,31.93
Auto Spare Parts Dealer 26 - Sohag,10025,2024-08-13,Delta,Monufia,Menouf,Champion Windshield Wiper for Hyundai,189.46,77,14588.42,3416.61,23.42
Auto Spare Parts Dealer 31 - Sohag,10030,2023-03-26,Greater Cairo,Giza,Imbaba,CASP Regular Bulb for Chevrolet Half-Truck,71.25,131,9333.75,2292.37,24.56
Auto Spare Parts Dealer 23 - Sohag,10022,2023-07-29,Greater Cairo,Qalyubia,Shibin El Qanater,Philips Regular Bulb for Kia,71.32,104,7417.28,1937.39,26.12
Auto Spare Parts Dealer 46 - Port Said,10045,2022-02-17,Upper Egypt,Sohag,Girga,Magneti Marelli Battery for Nissan 1987-2015,2439.92,7,17079.44,6811.28,39.88
Auto Spare Parts Dealer 19 - Cairo,10018,2024-12-09,Greater Cairo,Giza,Agouza,Magneti Marelli Air Filter for Toyota 1987-2015,487.44,10,4874.4,1692.88,34.73
Auto Spare Parts Dealer 4 - Dakahlia,10003,2022-08-12,Delta,Dakahlia,Mansoura,CASP Windshield Wiper for Toyota 1987-2015,143.22,47,6731.34,2320.97,34.48
Auto Spare Parts Dealer 1 - Qalyubia,10000,2023-08-30,Canal Zone,Port Said,Dawahi,CASP Alarm System for Toyota 1987-2015,1538.53,8,12308.24,4718.98,38.34
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-07-27,Upper Egypt,Luxor,Luxor First,Philips Windshield Wiper for Nissan 1987-2015,160.04,18,2880.72,929.61,32.27
Auto Spare Parts Dealer 30 - Dakahlia,10029,2022-01-15,Delta,Monufia,Bagour,Magneti Marelli Air Filter for Kia,520.52,29,15095.08,4655.32,30.84
Auto Spare Parts Dealer 39 - Cairo,10038,2024-07-06,Canal Zone,Ismailia,Arbaeen,Valeo Air Filter for Hyundai,253.19,63,15950.97,3558.66,22.31
Auto Spare Parts Dealer 3 - Cairo,10002,2023-08-30,Canal Zone,Port Said,Manakh,Philips Air Filter for Hyundai,406.65,23,9352.95,3012.59,32.21
Auto Spare Parts Dealer 3 - Cairo,10002,2024-01-11,Upper Egypt,Assiut,Abnoub,Hella Brake Pads for Nissan 1987-2015,577.52,11,6352.72,1829.58,28.8
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-01-13,Upper Egypt,Aswan,Aswan First,NGK Engine Oil for Chevrolet Half-Truck,1637.14,14,22919.96,5785.0,25.24
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-04-02,Delta,Dakahlia,Mit Ghamr,Hella Windshield Wiper for Nissan 1987-2015,297.05,57,16931.85,6269.86,37.03
Auto Spare Parts Dealer 31 - Sohag,10030,2022-05-16,Canal Zone,Ismailia,Qantara Sharq,CASP Engine Oil for Hyundai,1706.1,17,29003.7,10418.13,35.92
Auto Spare Parts Dealer 11 - Qalyubia,10010,2022-11-09,Upper Egypt,Minya,Beni Mazar,Denso Windshield Wiper for Hyundai,246.22,64,15758.08,4253.11,26.99
Auto Spare Parts Dealer 6 - Minya,10005,2024-07-03,Upper Egypt,Minya,Maghaghah,Magneti Marelli Air Filter for Nissan 1987-2015,338.05,94,31776.7,8207.92,25.83
Auto Spare Parts Dealer 46 - Port Said,10045,2024-01-07,Delta,Dakahlia,Mansoura,Magneti Marelli Alarm System for Toyota 1987-2015,1812.04,19,34428.76,11086.06,32.2
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-07-15,Canal Zone,Ismailia,Arbaeen,Hella Windshield Wiper for Hyundai,222.96,55,12262.8,2653.67,21.64
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-01-22,Canal Zone,Ismailia,First District,DEPO Air Filter for Kia,394.18,37,14584.66,5583.01,38.28
Auto Spare Parts Dealer 19 - Cairo,10018,2022-10-10,Greater Cairo,Qalyubia,Khanka,Magneti Marelli Windshield Wiper for Hyundai,265.02,45,11925.9,3069.73,25.74
Auto Spare Parts Dealer 27 - Minya,10026,2022-06-24,Upper Egypt,Aswan,Edfu,Philips Brake Pads for Chevrolet Half-Truck,573.62,39,22371.18,7814.25,34.93
Auto Spare Parts Dealer 13 - Luxor,10012,2023-10-13,Upper Egypt,Sohag,Sohag First,Valeo Alarm System for Kia,2117.29,10,21172.9,5128.08,24.22
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-05-18,Upper Egypt,Luxor,Luxor First,Hella Engine Oil for Hyundai,1121.47,19,21307.93,5081.94,23.85
Auto Spare Parts Dealer 37 - Beheira,10036,2022-08-29,Upper Egypt,Minya,Beni Mazar,ACDelco Engine Oil for Hyundai,1195.13,9,10756.17,2278.16,21.18
Auto Spare Parts Dealer 26 - Sohag,10025,2023-04-19,Delta,Monufia,Berket El Sabaa,Denso Windshield Wiper for Hyundai,109.99,37,4069.63,1221.3,30.01
Auto Spare Parts Dealer 6 - Minya,10005,2024-10-28,Greater Cairo,Giza,Haram,Hella Engine Oil for Toyota 1987-2015,1535.1,9,13815.9,4857.67,35.16
Auto Spare Parts Dealer 37 - Beheira,10036,2024-04-02,Delta,Beheira,Damanhour,CASP HID Bulb for Hyundai,507.84,50,25392.0,9580.4,37.73
Auto Spare Parts Dealer 7 - Minya,10006,2022-06-30,Canal Zone,Port Said,Manakh,Bosch Regular Bulb for Kia,136.98,87,11917.26,3778.96,31.71
Auto Spare Parts Dealer 1 - Qalyubia,10000,2023-02-19,Greater Cairo,Qalyubia,Toukh,Bosch Brake Cylinder for Chevrolet Half-Truck,830.73,8,6645.84,1729.25,26.02
Auto Spare Parts Dealer 45 - Ismailia,10044,2024-08-12,Greater Cairo,Giza,Dokki,Valeo Side Mirror for Kia,842.31,15,12634.65,2701.29,21.38
Auto Spare Parts Dealer 16 - Assiut,10015,2023-03-16,Upper Egypt,Assiut,Abnoub,Philips Windshield Wiper for Hyundai,156.26,112,17501.12,4035.76,23.06
Auto Spare Parts Dealer 41 - Beheira,10040,2024-12-30,Upper Egypt,Aswan,Edfu,Mobil Windshield Wiper for Hyundai,120.13,14,1681.82,647.84,38.52
Auto Spare Parts Dealer 5 - Port Said,10004,2022-03-15,Delta,Dakahlia,Talkha,CASP Air Filter for Hyundai,263.6,38,10016.8,3580.0,35.74
Auto Spare Parts Dealer 30 - Dakahlia,10029,2024-12-08,Delta,Dakahlia,Mit Ghamr,Champion Windshield Wiper for Chevrolet Half-Truck,184.01,143,26313.43,5938.94,22.57
Auto Spare Parts Dealer 27 - Minya,10026,2022-05-20,Greater Cairo,Cairo,Heliopolis,Valeo Side Mirror for Hyundai,327.67,14,4587.38,1594.57,34.76
Auto Spare Parts Dealer 24 - Assiut,10023,2022-11-17,Delta,Sharqia,Abu Kabir,Philips Brake Pads for Chevrolet Half-Truck,618.33,15,9274.95,2668.4,28.77
Auto Spare Parts Dealer 8 - Alexandria,10007,2024-07-27,Delta,Beheira,Damanhour,Philips Regular Bulb for Hyundai,133.74,90,12036.6,3097.02,25.73
Auto Spare Parts Dealer 4 - Dakahlia,10003,2022-04-24,Upper Egypt,Sohag,Maragha,Mobil Battery for Chevrolet Half-Truck,1859.63,9,16736.67,4117.22,24.6
Auto Spare Parts Dealer 20 - Sharqia,10019,2022-08-11,Greater Cairo,Giza,Agouza,NGK Windshield Wiper for Chevrolet Half-Truck,268.36,42,11271.12,4263.86,37.83
Auto Spare Parts Dealer 45 - Ismailia,10044,2024-02-18,Canal Zone,Ismailia,Arbaeen,CASP Side Mirror for Chevrolet Half-Truck,379.48,13,4933.24,1618.1,32.8
Auto Spare Parts Dealer 26 - Sohag,10025,2024-04-20,Greater Cairo,Qalyubia,Banha,CASP Battery for Hyundai,1347.08,8,10776.64,2725.41,25.29
Auto Spare Parts Dealer 45 - Ismailia,10044,2022-11-14,Greater Cairo,Giza,Agouza,CASP Battery for Nissan 1987-2015,1315.4,8,10523.2,3548.42,33.72
Auto Spare Parts Dealer 5 - Port Said,10004,2023-01-27,Upper Egypt,Aswan,Nasr Nubia,Mobil Regular Bulb for Kia,56.97,29,1652.13,558.42,33.8
Auto Spare Parts Dealer 22 - Minya,10021,2023-05-10,Canal Zone,Port Said,Dawahi,Denso Alarm System for Hyundai,1701.68,7,11911.76,2833.81,23.79
Auto Spare Parts Dealer 10 - Sharqia,10009,2024-02-17,Upper Egypt,Minya,Mallawi,NGK Brake Pads for Nissan 1987-2015,702.88,17,11948.96,4076.99,34.12
Auto Spare Parts Dealer 45 - Ismailia,10044,2022-11-27,Alexandria,Alexandria,Sidi Gaber,ACDelco Windshield Wiper for Hyundai,130.86,54,7066.44,1665.56,23.57
Auto Spare Parts Dealer 11 - Qalyubia,10010,2024-10-15,Greater Cairo,Giza,Dokki,Bosch HID Bulb for Nissan 1987-2015,924.52,8,7396.16,2161.16,29.22
Auto Spare Parts Dealer 20 - Sharqia,10019,2023-09-08,Delta,Dakahlia,Bilqas,Philips Battery for Kia,1628.5,7,11399.5,3313.83,29.07
Auto Spare Parts Dealer 1 - Qalyubia,10000,2022-12-21,Greater Cairo,Qalyubia,Qalyub,Bosch Front Headlight for Nissan 1987-2015,680.61,33,22460.13,7131.09,31.75
Auto Spare Parts Dealer 1 - Qalyubia,10000,2024-02-21,Delta,Monufia,Quesna,Philips Engine Oil for Chevrolet Half-Truck,1491.98,14,20887.72,7283.55,34.87
Auto Spare Parts Dealer 18 - Cairo,10017,2023-02-15,Upper Egypt,Sohag,Girga,Bosch Alarm System for Chevrolet Half-Truck,2375.25,11,26127.75,10328.3,39.53
Auto Spare Parts Dealer 8 - Alexandria,10007,2022-05-01,Delta,Dakahlia,Bilqas,Denso Windshield Wiper for Kia,253.0,26,6578.0,2032.6,30.9
Auto Spare Parts Dealer 2 - Sharqia,10001,2024-09-02,Delta,Dakahlia,Mit Ghamr,Denso Window Regulator for Chevrolet Half-Truck,960.88,28,26904.64,6247.26,23.22
Auto Spare Parts Dealer 39 - Cairo,10038,2022-06-22,Delta,Monufia,Shebin El Kom,Magneti Marelli Alarm System for Hyundai,1770.42,9,15933.78,5098.81,32.0
Auto Spare Parts Dealer 41 - Beheira,10040,2023-06-11,Greater Cairo,Giza,Imbaba,Bosch Regular Bulb for Kia,188.01,94,17672.94,6143.11,34.76
Auto Spare Parts Dealer 27 - Minya,10026,2023-04-23,Upper Egypt,Luxor,Luxor First,CASP Regular Bulb for Toyota 1987-2015,72.84,114,8303.76,2464.56,29.68
Auto Spare Parts Dealer 19 - Cairo,10018,2023-02-11,Upper Egypt,Minya,Mallawi,Denso Regular Bulb for Kia,192.13,9,1729.17,392.52,22.7
Auto Spare Parts Dealer 25 - Cairo,10024,2022-02-06,Upper Egypt,Sohag,Sohag First,Philips Engine Oil for Toyota 1987-2015,1452.56,17,24693.52,8099.47,32.8
Auto Spare Parts Dealer 12 - Dakahlia,10011,2022-11-10,Upper Egypt,Luxor,Qurna,DEPO Brake Cylinder for Kia,761.01,24,18264.24,5997.98,32.84
Auto Spare Parts Dealer 21 - Minya,10020,2023-02-06,Greater Cairo,Cairo,Gesr El Suez,Denso Windshield Wiper for Nissan 1987-2015,159.95,140,22393.0,5974.45,26.68
Auto Spare Parts Dealer 27 - Minya,10026,2022-01-20,Delta,Beheira,Kafr El Dawar,Champion Bumper for Hyundai,3413.11,9,30717.99,11061.55,36.01
Auto Spare Parts Dealer 4 - Dakahlia,10003,2023-02-08,Upper Egypt,Luxor,Luxor First,NGK Battery for Nissan 1987-2015,2627.54,7,18392.78,3971.0,21.59
Auto Spare Parts Dealer 39 - Cairo,10038,2022-01-31,Upper Egypt,Sohag,Girga,Philips Windshield Wiper for Kia,128.7,24,3088.8,1215.44,39.35
Auto Spare Parts Dealer 31 - Sohag,10030,2023-02-07,Upper Egypt,Assiut,Assiut First,Valeo Battery for Hyundai,1167.15,19,22175.85,7712.76,34.78
Auto Spare Parts Dealer 41 - Beheira,10040,2023-10-12,Delta,Monufia,Quesna,NGK Rear Taillight for Nissan 1987-2015,450.58,25,11264.5,3992.14,35.44
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-05-18,Greater Cairo,Giza,Imbaba,Champion Front Headlight for Chevrolet Half-Truck,1461.74,16,23387.84,6712.31,28.7
Auto Spare Parts Dealer 21 - Minya,10020,2023-12-27,Upper Egypt,Luxor,Esna,Philips Side Mirror for Nissan 1987-2015,362.6,16,5801.6,1358.15,23.41
Auto Spare Parts Dealer 9 - Dakahlia,10008,2023-11-15,Delta,Sharqia,Zagazig,Valeo Alarm System for Chevrolet Half-Truck,2000.69,13,26008.97,8882.06,34.15
Auto Spare Parts Dealer 28 - Dakahlia,10027,2023-04-16,Canal Zone,Port Said,Sharq,Champion Battery for Nissan 1987-2015,1921.1,8,15368.8,4192.61,27.28
